bundesland;schulart;schulfach;lehrplan;jahrgangsstufe;schulstufe;niveaustufe;bildungsgangniveau;niveau;stufen_quelle;rollen;klasse;eltern;knoten;knoten_uri;lehrplan_uri
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Sich positionieren zu Anwendungsmöglichkeiten und Grenzen des Strahlen- und Wellenmodells;https://lp-sachsen.org/resource/lernziel-lerninhalt-63879-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Beurteilen der Wirkungen von Kernstrahlung;Strahlenschutz;https://lp-sachsen.org/resource/lernziel-lerninhalt-63931-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Bedeutung des Strahlungsfeldes der Sonne für das Leben auf der Erde;Strahlungsarten;https://lp-sachsen.org/resource/lernziel-lerninhalt-63950-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 12;Wahlbereich 2 Licht in der Agrarwirtschaft;https://lp-sachsen.org/resource/wahlbereich-63784-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 12;Wahlbereich 3 Effekte in der Optik;https://lp-sachsen.org/resource/wahlbereich-63785-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse auf optische Effekte;Wirkung einer Farbe;https://lp-sachsen.org/resource/lernziel-lerninhalt-63975-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen des Aufbaus von Atomhülle und -kern;ionisierende und nichtionisierende Strahlung;https://lp-sachsen.org/resource/lernziel-lerninhalt-63914-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Beurteilen der Wirkungen von Licht;lichttechnische Größen;https://lp-sachsen.org/resource/lernziel-lerninhalt-63965-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Beurteilen der Wirkungen von Licht;physiologische Wirkungen von Licht unterschiedlicher Wellenlänge;https://lp-sachsen.org/resource/lernziel-lerninhalt-63964-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;https://w3id.org/lehrplan/ontology/sn/schulart/22-1;Physik;Fachoberschule Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen des Wellenmodells zur Beschreibung des Lichtes auf weitere Phänomene seiner Ausbreitung;https://lp-sachsen.org/resource/lernziel-lerninhalt-63875-1;https://lp-sachsen.org/resource/lehrplan-225-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Eigenschaften des Lichtes auf optische Phänomene;https://lp-sachsen.org/resource/lernziel-lerninhalt-29683-1;https://lp-sachsen.org/resource/lehrplan-125-1
